since_last_packet,bytes_per_interval
-0.011584956180880592,491.6007298220235
0.024335981201201642,1278.756889607097
0.01330818712720346,1295.2271607164603
0.012855820393330603,1294.730570019088
0.019966328046655442,1293.8778307137977
0.011666013116001368,1299.1050570082098
0.019765332038264142,1299.0654135072298
0.04638552298951503,1248.5731285847187
0.022158407868385223,1163.3580647563988
0.016724751924972466,1175.532558824584
0.006143318394774251,1187.2012956023716
0.009378556635160556,1196.1199719260644
0.01730852103904633,1202.4326541144999
0.008974946107519026,1209.7366577092541
0.01497610607832539,1276.3990093978593
0.019478724941665703,1219.3003934778199
0.014716246037234997,1157.3967477915112
0.01047793258920056,1226.0454878162604
0.01750169122584832,1175.3533886486982
0.025608647555616426,1178.9147795179415
0.01317515261749226,1125.800171513207
0.02397017787061707,1170.7988071778404
0.018606152936319682,1081.691361058679
0.024759581751308275,1071.1842665202767
0.01895870602769518,1103.0123350420783
0.1665859019779431,1111.3709099616215
0.021378294684465865,1119.8782075004565
0.022175478530137342,1083.1347136348518
0.14405293762968893,1047.7702638060364
0.14542566238315832,1109.486020861237
0.1136314276776971,1086.741779431717
0.13267980357039655,1037.0655520331197
0.1505708246731008,1052.2106322027178
0.022126855450093005,1049.8832503626836
0.1624100313657077,1075.2028155283879
0.11327429178985328,1130.4123125825997
0.019942835313448114,1107.4065994562065
0.10867960472816926,1108.9040725106854
0.0559741773155914,1097.516771224031
0.10537435400259844,1095.9808563940214
0.0776816233356719,1091.552821009669
0.018014370252095867,1137.7657657177606
0.055575680795892854,1130.0710489696758
0.012876730423339507,1154.5440597552347
0.01610276826461782,1172.2641114652397
0.02107185641038397,1215.5426723559763
0.013389601316882228,1212.2106175870085
0.07676090216913425,1210.8641893360084
0.07664974317739395,1254.6558732061803
0.01571583454181027,1273.0612181951708
0.0182099937180679,1218.2456253250698
0.020509785965341386,1192.8438409570526
0.015076233926295588,1195.8268357979275
0.016435462729685896,1226.3067209239696
0.1140679041143797,1168.4695116730406
0.017658351258306008,1186.0190433669434
0.01696954423678137,1159.7542985495895
0.01693385279089839,1168.7422521311637
0.01440227171031679,1212.9812073124667
0.015391957838737738,1216.8940795557098
0.015060813568571554,1193.087716382506
0.016438988434920438,1161.8155700874643
0.019129626478897818,1177.4853971798927
0.01703429025063137,1190.8619624942228
0.016299720049730095,1235.5394117382825
0.015355018803037693,1218.3764102087955
0.01831362998146201,1266.7091701174543
0.015368987275394798,1266.0872792276223
0.01841696523616784,1266.2523438108328
0.014389603535174045,1267.0386599501908
0.01482634895259955,1267.048306952071
0.016038584439667353,1257.1276845055302
0.01263195576285857,1219.3897404821246
0.014842083786306252,1247.7495381967935
0.015309532040034315,1260.2881636409563
0.017005153540901426,1266.501608800036
0.015701546122966942,1242.3033339139074
0.01222789919830578,1218.8613070846854
0.1006681397585307,1202.7108879087407
0.01551603854973759,1187.4653359429128
0.08506991788064727,1142.4605164009902
0.01651319431236717,1188.0280117802738
0.017178308246150405,1143.8664725631306
0.03799314383661753,1168.8889578269554
0.03592631172950957,1168.3383028538508
0.019870831798670576,1151.9326301347462
0.018492804929091795,1166.20248505186
0.08403591709451187,1243.9307198750323
0.023899774701310498,1178.2695138302192
0.06615198378352398,1198.2235383036368
0.021183911758421256,1167.8622678930087
0.02523870210889174,1123.4018342881986
0.018264824182236444,1147.6042140027396
0.11481980246901555,1150.605044649182
0.01598056810892363,1195.0117652327006
0.01455292924882891,1237.7579358013766
0.019994869659471816,1238.6347936828952
0.017868566105100583,1250.7448873083406
0.018946378800628827,1291.548974217712
0.019897639149896708,1251.9888477259622
